Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Acer,Notebook,8.0,2.15,10.46628456073464,1,1,141.21199808219862,Intel Core i7,1000.0,0.0,Intel,Windows
Razer,Gaming,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Notebook,4.0,2.31,11.056428922922915,0,0,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Windows
Lenovo,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Others
Lenovo,Notebook,8.0,2.04,10.71962021254348,0,0,127.33567457123112,Intel Core i7,0.0,0.0,Nvidia,Others
Lenovo,Workstation,8.0,2.18,10.882315804880689,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Notebook,4.0,1.86,10.882315804880689,0,0,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Others
Asus,Ultrabook,8.0,2.04,10.977716980635757,0,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.06,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
HP,Notebook,4.0,1.86,10.882315804880689,0,0,141.21199808219862,AMD Processor,500.0,0.0,AMD,Windows
Dell,Gaming,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,Notebook,8.0,1.87,10.73132994821639,0,1,157.3505121487356,Intel Core i7,0.0,256.0,Nvidia,Windows
Dell,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,500.0,0.0,Intel,Windows
Acer,Notebook,4.0,2.04,10.666403303650696,0,1,127.33567457123112,Intel Core i5,0.0,256.0,Nvidia,Windows
Asus,Notebook,4.0,2.04,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,0.0,Intel,Windows
Acer,2 in 1 Convertible,4.0,2.04,10.882315804880689,1,1,135.0942111925629,Other Intel Processor,0.0,0.0,Intel,Others
Acer,Notebook,8.0,2.04,10.419692282932576,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Nvidia,Windows
Asus,Gaming,8.0,2.04,10.882315804880689,0,0,127.33567457123112,Intel Core i7,1000.0,256.0,Nvidia,Windows
Asus,Ultrabook,8.0,1.7,10.93201122675303,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Dell,Gaming,8.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Nvidia,Windows
Lenovo,Notebook,4.0,1.85,10.633572072102885,0,0,141.21199808219862,Intel Core i7,1000.0,0.0,Intel,Windows
Lenovo,2 in 1 Convertible,8.0,2.0,10.882315804880689,1,1,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Lenovo,Notebook,8.0,2.04,10.977716980635757,0,0,141.21199808219862,Intel Core i7,0.0,0.0,AMD,Windows
Dell,Gaming,8.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Toshiba,Notebook,8.0,2.04,11.221929106334594,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Acer,Notebook,4.0,2.2,10.882315804880689,0,0,141.21199808219862,Intel Core i3,0.0,256.0,Nvidia,Windows
Lenovo,Notebook,6.0,2.2,10.646327347078008,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Nvidia,Windows
Dell,Notebook,8.0,2.14,10.57552675900535,0,0,141.21199808219862,Intel Core i7,0.0,256.0,AMD,Others
Dell,Notebook,8.0,1.9,11.203223524960787,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Vero,Notebook,8.0,2.04,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,0.0,Intel,Windows
Dell,2 in 1 Convertible,8.0,1.68,10.765658261746038,1,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,2 in 1 Convertible,4.0,1.74,10.419692282932576,1,1,157.3505121487356,Intel Core i3,0.0,256.0,Intel,Windows
HP,Notebook,8.0,2.04,10.950974953688084,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Ultrabook,8.0,2.04,11.229102177820836,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Asus,Notebook,8.0,2.0,10.882315804880689,0,0,141.21199808219862,Other Intel Processor,0.0,128.0,Intel,Windows
HP,Notebook,8.0,1.96,10.49618215379083,0,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,8.0,2.3,10.895234994607796,0,1,141.21199808219862,Intel Core i5,0.0,256.0,Nvidia,Windows
Dell,Notebook,8.0,1.6,10.99575173454406,0,0,157.3505121487356,Intel Core i5,0.0,128.0,Intel,Windows
Dell,Notebook,8.0,2.18,10.546429982871398,0,0,141.21199808219862,Intel Core i5,0.0,128.0,Intel,Windows
Acer,2 in 1 Convertible,8.0,2.04,10.717261720884188,1,1,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Gaming,8.0,2.04,10.809669765045973,0,0,141.21199808219862,Intel Core i7,1000.0,0.0,Nvidia,Others
Asus,Ultrabook,8.0,2.04,11.009948956147635,0,0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Mediacom,2 in 1 Convertible,4.0,2.04,10.882315804880689,1,1,141.21199808219862,Other Intel Processor,0.0,32.0,Intel,Windows
HP,Ultrabook,4.0,2.04,10.96212748563856,0,0,157.3505121487356,Intel Core i5,0.0,256.0,Intel,Windows
Dell,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,0,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Ultrabook,8.0,1.7,11.288114524334732,0,0,157.3505121487356,Intel Core i7,0.0,256.0,Intel,Windows
Lenovo,Notebook,8.0,2.05,10.580858947180335,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,Notebook,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
Dell,Notebook,8.0,2.14,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0.0,Intel,Windows
Acer,Notebook,4.0,2.23,10.882315804880689,0,0,141.21199808219862,Intel Core i5,500.0,0.0,Intel,Windows
HP,Notebook,8.0,1.88,10.882315804880689,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Lenovo,Notebook,8.0,2.04,10.89326663606744,0,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
HP,Notebook,4.0,1.64,10.85594510841814,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
HP,Notebook,8.0,2.04,10.882315804880689,0,0,141.21199808219862,Intel Core i3,1000.0,0.0,Intel,Windows
Toshiba,Notebook,8.0,2.2,10.99575173454406,0,0,141.21199808219862,Intel Core i5,0.0,256.0,Intel,Windows
Dell,Gaming,8.0,2.04,10.882315804880689,0,1,141.21199808219862,Intel Core i7,1000.0,256.0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8.0,2.04,10.882315804880689,1,1,141.21199808219862,Intel Core i7,0.0,256.0,Intel,Windows
